Category,Category_binary,Rating,Reviews,Installs,Price
GAME,0,4.5,1128805,50000000,0.0
GAME,0,4.7,416,10000,2.99
SPORTS,1,4.6,10,100,3.88
SPORTS,1,2.2,4,1000,0.0
SPORTS,1,4.6,524299,10000000,0.0
SPORTS,1,4.3,14123,500000,0.0
SPORTS,1,4.0,135763,10000000,0.0
GAME,0,3.8,1088,100000,0.0
GAME,0,4.6,21266,100000,2.99
SPORTS,1,4.2,10944,1000000,0.0
GAME,0,4.6,7674252,100000000,0.0
GAME,0,4.3,320334,50000000,0.0
GAME,0,4.5,6071542,100000000,0.0
SPORTS,1,4.3,63782,5000000,0.0
SPORTS,1,4.7,410384,10000000,0.0
SPORTS,1,4.5,8096,1000000,0.0
SPORTS,1,4.5,12955,1000000,0.0
GAME,0,4.1,609,10000,0.0
GAME,0,3.6,153,10000,0.0
SPORTS,1,4.8,17,500,0.0
SPORTS,1,4.5,5517,500000,0.0
SPORTS,1,4.5,144050,5000000,0.0
SPORTS,1,4.4,95736,10000000,0.0
GAME,0,4.3,3904,10000,2.99
SPORTS,1,3.7,121,10000,0.0
GAME,0,4.3,8119151,500000000,0.0
GAME,0,4.3,309176,5000000,0.0
GAME,0,3.2,768,100000,0.0
GAME,0,4.7,37139,1000000,0.0
GAME,0,4.5,10393,1000000,0.0
GAME,0,3.9,172281,5000000,0.0
SPORTS,1,4.1,49147,1000000,0.0
SPORTS,1,4.4,2107,100000,2.99
SPORTS,1,4.7,410395,10000000,0.0
GAME,0,4.1,349503,10000000,0.0
SPORTS,1,4.4,133825,10000000,0.0
SPORTS,1,5.0,7,100,0.0
SPORTS,1,4.5,5675,100000,0.0
SPORTS,1,4.0,267,50000,0.0
SPORTS,1,4.2,277904,5000000,0.0
GAME,0,4.2,1500999,100000000,0.0
GAME,0,4.4,2119235,50000000,0.0
GAME,0,3.8,25275,5000000,0.0
GAME,0,4.1,1728557,50000000,0.0
GAME,0,4.4,5235294,100000000,0.0
SPORTS,1,4.4,4549,500000,0.0
SPORTS,1,4.5,501144,10000000,0.0
GAME,0,4.7,990663,10000000,0.0
SPORTS,1,4.4,26540,1000000,0.0
SPORTS,1,4.6,342,10000,0.0
GAME,0,4.1,74842,5000000,0.0
GAME,0,4.5,5476569,100000000,0.0
GAME,0,4.1,3371,100000,0.0
SPORTS,1,4.9,1420,10000,0.0
GAME,0,4.4,579519,10000000,0.0
SPORTS,1,4.6,652940,10000000,0.0
SPORTS,1,4.0,87,10000,0.0
SPORTS,1,4.5,191,10000,0.0
GAME,0,4.7,1535973,50000000,0.0
GAME,0,4.2,3816,100000,0.0
SPORTS,1,4.1,1076243,100000000,0.0
GAME,0,4.1,39895,5000000,0.0
